OFFICIAL


Date
12/09/2021 10:47:36

Vacancy title,Vacancy reference number,Submission number,Date submitted,SLA deadline,Review started,Review completed,Time taken to review,SLA exceeded by (hours),Outcome,Number of issues reported,Reviewed by,Vacancy submitted by,Employer,Display name,Training provider,Vacancy postcode,Standard / Framework
fxnNdFtCga_09Sep2021_16064767119 apprenticeship,1000030401,1,09/09/2021 16:10:36,09/10/2021 16:10:30,09/09/2021 16:11:13,09/09/2021 16:11:16,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,dOLSazLJkG_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone DedU_09Sep2021_16092980723 apprenticeship,1000030404,1,09/09/2021 16:10:45,09/10/2021 16:10:40,09/09/2021 16:11:02,09/09/2021 16:11:06,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone GTtZ_09Sep2021_16104183329 apprenticeship,1000030405,1,09/09/2021 16:12:00,09/10/2021 16:11:59,09/09/2021 16:12:16,09/09/2021 16:12:20,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone UBGw_09Sep2021_16115250413 apprenticeship,1000030406,1,09/09/2021 16:13:15,09/10/2021 16:13:15,09/09/2021 16:13:37,09/09/2021 16:13:42,0:00:05,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
buGSuHIaAg_09Sep2021_16131174166 apprenticeship,1000030409,1,09/09/2021 16:17:11,09/10/2021 16:17:11,,,,41.51,,0,,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
DtszGszQXH_09Sep2021_16134181036 apprenticeship,1000030410,1,09/09/2021 16:17:40,09/10/2021 16:17:40,09/09/2021 16:18:16,09/09/2021 16:18:19,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
UyMusXhecv_09Sep2021_16144284327 apprenticeship,1000030411,1,09/09/2021 16:17:57,09/10/2021 16:17:56,09/09/2021 16:18:39,09/09/2021 16:18:40,0:00:01,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,eimGafMpPR_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
dVDVxZpPjS_09Sep2021_16172553618 apprenticeship,1000030413,1,09/09/2021 16:21:49,09/10/2021 16:21:48,09/09/2021 16:22:04,09/09/2021 16:22:06,0:00:01,,Approved,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
faarHvHRIA_09Sep2021_16184893890 apprenticeship,1000030412,1,09/09/2021 16:21:57,09/10/2021 16:21:56,09/09/2021 16:22:21,09/09/2021 16:22:26,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
mdbkLjrnVl_09Sep2021_16202110710 apprenticeship,1000030414,1,09/09/2021 16:22:40,09/10/2021 16:22:40,,,,41.42,,0,,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
ZdhNLvesMz_09Sep2021_16231787657 apprenticeship,1000030416,1,09/09/2021 16:26:00,09/10/2021 16:26:00,,,,41.36,,0,,Provider,WAT (UK) LIMITED,rVlJIbKYkc_EmployerDescription,EDUC8 TRAINING (ENGLAND) LIMITED,BN22 0DY,274 Abattoir worker
QwchfvoaMl_09Sep2021_16231787348 apprenticeship,1000030417,1,09/09/2021 16:26:23,09/10/2021 16:26:19,09/09/2021 16:26:46,09/09/2021 16:26:49,0:00:03,,Approved,0,Dastest2@test.com,Provider,BARBERRY COVENTRY LIMITED,BARBERRY COVENTRY LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,DY9 9XX,274 Abattoir worker
KrduONrYbC_09Sep2021_16231865131 apprenticeship,1000030415,1,09/09/2021 16:26:40,09/10/2021 16:26:39,09/09/2021 16:26:57,09/09/2021 16:26:58,0:00:01,,Approved,0,Dastest2@test.com,Provider,TINMAN  LIMITED,TINMAN  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,SK9 4LY,274 Abattoir worker
FMqYGFbdgY_09Sep2021_16260022973 apprenticeship,1000030418,1,09/09/2021 16:28:23,09/10/2021 16:28:23,,,,41.32,,0,,Provider,REGULUS BIDCO  LIMITED,REGULUS BIDCO  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,HP17 8LJ,274 Abattoir worker
gsJahFYUVv_09Sep2021_16311647691 apprenticeship,1000030420,1,09/09/2021 16:34:28,09/10/2021 16:34:26,09/09/2021 16:35:01,09/09/2021 16:35:03,0:00:01,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,NMZvgCWENd_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
aYYeIrFlsB_09Sep2021_16311704504 apprenticeship,1000030421,1,09/09/2021 16:34:28,09/10/2021 16:34:26,,,,41.22,,0,,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
TOSnCKoFvh_09Sep2021_16312231657 apprenticeship,1000030422,1,09/09/2021 16:35:08,09/10/2021 16:35:08,09/09/2021 16:35:26,09/09/2021 16:35:28,0:00:01,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
TOSnCKoFvh_09Sep2021_16312231657 apprenticeship,1000030422,2,09/09/2021 16:35:40,09/10/2021 16:35:40,,,,41.20,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
vvSZArRHMG_09Sep2021_16354834233 apprenticeship,1000030424,1,09/09/2021 16:37:41,09/10/2021 16:37:40,,,,41.17,,0,,Provider,TINMAN  LIMITED,TINMAN  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,SK9 4LY,274 Abattoir worker
LLVpmMJSuI_09Sep2021_16383323930 apprenticeship,1000030426,1,09/09/2021 16:40:26,09/10/2021 16:40:25,09/09/2021 16:40:38,09/09/2021 16:40:40,0:00:01,,Referred,0,Dastest2@test.com,Provider,ACCOUNT & ABLE LTD,ACCOUNT & ABLE LTD,EDUC8 TRAINING (ENGLAND) LIMITED,TR1 3JJ,274 Abattoir worker
Clone OwBa_09Sep2021_21085377300 apprenticeship,1000030429,1,09/09/2021 21:10:45,09/10/2021 21:10:43,09/09/2021 21:11:04,09/09/2021 21:11:07,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
SWaRPhUnKV_09Sep2021_21085532346 apprenticeship,1000030430,1,09/09/2021 21:12:35,09/10/2021 21:12:32,09/09/2021 21:13:18,09/09/2021 21:13:21,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,hSYDmBfMeS_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
XwvaZOIEYw_09Sep2021_21085373444 apprenticeship,1000030431,1,09/09/2021 21:12:46,09/10/2021 21:12:46,09/09/2021 21:13:33,09/09/2021 21:13:37,0:00:03,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,ZulJmEixFp_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
qLONCNXbEg_09Sep2021_21085199087 apprenticeship,1000030432,1,09/09/2021 21:13:11,09/10/2021 21:13:10,09/09/2021 21:14:10,09/09/2021 21:14:12,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,LZONfmUQly_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone nseD_09Sep2021_21122603917 apprenticeship,1000030433,1,09/09/2021 21:13:49,09/10/2021 21:13:48,09/09/2021 21:14:13,09/09/2021 21:14:16,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone tVoE_09Sep2021_21131713354 apprenticeship,1000030434,1,09/09/2021 21:14:58,09/10/2021 21:14:52,09/09/2021 21:15:16,09/09/2021 21:15:20,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
Clone DIkb_09Sep2021_21143433955 apprenticeship,1000030435,1,09/09/2021 21:16:21,09/10/2021 21:16:20,09/09/2021 21:16:44,09/09/2021 21:16:49,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
vehMlelXeo_09Sep2021_21161021475 apprenticeship,1000030437,1,09/09/2021 21:20:56,09/10/2021 21:20:53,,,,36.45,,0,,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
qlhblTKfUB_09Sep2021_21180012015 apprenticeship,1000030439,1,09/09/2021 21:21:52,09/10/2021 21:21:51,09/09/2021 21:22:40,09/09/2021 21:22:45,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,hluYXmUhbg_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
FGEPDKkuQZ_09Sep2021_21212499846 apprenticeship,1000030440,1,09/09/2021 21:25:02,09/10/2021 21:24:58,09/09/2021 21:25:36,09/09/2021 21:25:39,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
ivaZVvfnvE_09Sep2021_21195653416 apprenticeship,1000030442,1,09/09/2021 21:25:43,09/10/2021 21:25:42,09/09/2021 21:26:00,09/09/2021 21:26:02,0:00:02,,Approved,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
SFwbbqEbcv_09Sep2021_21210677515 apprenticeship,1000030443,1,09/09/2021 21:26:21,09/10/2021 21:26:20,09/09/2021 21:26:48,09/09/2021 21:26:50,0:00:02,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
SFwbbqEbcv_09Sep2021_21210677515 apprenticeship,1000030443,2,09/09/2021 21:27:14,09/10/2021 21:27:14,,,,36.34,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
TeArimfspc_09Sep2021_21242454989 apprenticeship,1000030444,1,09/09/2021 21:27:29,09/10/2021 21:27:29,,,,36.34,,0,,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
vMBhCmDhUQ_09Sep2021_21254861134 apprenticeship,1000030445,1,09/09/2021 21:28:22,09/10/2021 21:28:22,,,,36.32,,0,,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
rosDdlVNIT_09Sep2021_21284037709 apprenticeship,1000030448,1,09/09/2021 21:31:51,09/10/2021 21:31:51,09/09/2021 21:32:11,09/09/2021 21:32:13,0:00:02,,Referred,0,Dastest2@test.com,Provider,WAT (UK) LIMITED,WAT (UK) LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,BN22 0DY,274 Abattoir worker
kTkekspwHk_09Sep2021_21284036798 apprenticeship,1000030449,1,09/09/2021 21:31:58,09/10/2021 21:31:57,,,,36.26,,0,,Provider,BOSE ACCOUNTANCY  LTD,BLfkqgnGzT_EmployerDescription,EDUC8 TRAINING (ENGLAND) LIMITED,HP13 7NE,274 Abattoir worker
UTTkqzAXvu_09Sep2021_21311184227 apprenticeship,1000030450,1,09/09/2021 21:33:32,09/10/2021 21:33:32,,,,36.23,,0,,Provider,OUTSIDE  LIMITED,OUTSIDE  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,S32 1BB,274 Abattoir worker
WBOyeokeuF_09Sep2021_21311803105 apprenticeship,1000030451,1,09/09/2021 21:33:44,09/10/2021 21:33:44,,,,36.23,,0,,Provider,REGULUS BIDCO  LIMITED,REGULUS BIDCO  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,HP17 8LJ,274 Abattoir worker
rYbytWZDxY_09Sep2021_21351207544 apprenticeship,1000030454,1,09/09/2021 21:37:42,09/10/2021 21:37:41,,,,36.17,,0,,Provider,BUTCHER & BAKER LIMITED,BUTCHER & BAKER LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,S10 5PU,274 Abattoir worker
UpzTPgHGrH_09Sep2021_21351207581 apprenticeship,1000030453,1,09/09/2021 21:37:51,09/10/2021 21:37:50,09/09/2021 21:38:06,09/09/2021 21:38:07,0:00:01,,Approved,0,Dastest2@test.com,Provider,COVENTRY ACCOUNTANTS LTD,COVENTRY ACCOUNTANTS LTD,EDUC8 TRAINING (ENGLAND) LIMITED,CV6 5AQ,274 Abattoir worker
ccoppSjuQL_09Sep2021_21392523816 apprenticeship,1000030457,1,09/09/2021 21:41:40,09/10/2021 21:41:38,09/09/2021 21:42:07,09/09/2021 21:42:12,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
sWGULRsgAO_09Sep2021_21392566659 apprenticeship,1000030456,1,09/09/2021 21:41:44,09/10/2021 21:41:43,09/09/2021 21:42:12,09/09/2021 21:42:15,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone ISnf_10Sep2021_00053197815 apprenticeship,1000030459,1,09/10/2021 00:07:01,09/13/2021 00:07:01,09/10/2021 00:07:19,09/10/2021 00:07:21,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
BxWOChbhHJ_10Sep2021_00053238065 apprenticeship,1000030462,1,09/10/2021 00:08:50,09/13/2021 00:08:49,09/10/2021 00:09:31,09/10/2021 00:09:37,0:00:06,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,hEFwuMZRSM_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
jwauwcpyTJ_10Sep2021_00053236215 apprenticeship,1000030461,1,09/10/2021 00:09:11,09/13/2021 00:09:08,09/10/2021 00:09:40,09/10/2021 00:09:44,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
HLkbAndZrG_10Sep2021_00053147930 apprenticeship,1000030460,1,09/10/2021 00:09:23,09/13/2021 00:09:22,09/10/2021 00:10:02,09/10/2021 00:10:05,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,gxApqcdMUT_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone uUtD_10Sep2021_00082774196 apprenticeship,1000030463,1,09/10/2021 00:09:58,09/13/2021 00:09:57,09/10/2021 00:10:16,09/10/2021 00:10:19,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
Clone rzfl_10Sep2021_00090443436 apprenticeship,1000030464,1,09/10/2021 00:10:08,09/13/2021 00:10:07,09/10/2021 00:10:27,09/10/2021 00:10:30,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone qJze_10Sep2021_00103380249 apprenticeship,1000030465,1,09/10/2021 00:11:58,09/13/2021 00:11:56,09/10/2021 00:12:19,09/10/2021 00:12:21,0:00:01,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
QXZwnTNOGn_10Sep2021_00112063892 apprenticeship,1000030467,1,09/10/2021 00:15:11,09/13/2021 00:15:09,,,,,,0,,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
SNoakySIkP_10Sep2021_00131585100 apprenticeship,1000030469,1,09/10/2021 00:17:00,09/13/2021 00:16:59,09/10/2021 00:17:30,09/10/2021 00:17:32,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,YIBpcDfIQz_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
dmDxZaquoP_10Sep2021_00162588760 apprenticeship,1000030470,1,09/10/2021 00:18:43,09/13/2021 00:18:40,,,,,,0,,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
kZIGUkwLbv_10Sep2021_00192226838 apprenticeship,1000030473,1,09/10/2021 00:22:30,09/13/2021 00:22:30,09/10/2021 00:22:47,09/10/2021 00:22:48,0:00:01,,Approved,0,Dastest2@test.com,Provider,ESFA LTD,ESFA LTD,EDUC8 TRAINING (ENGLAND) LIMITED,EH6 8HH,274 Abattoir worker
QXFdlbUmnH_10Sep2021_00192225070 apprenticeship,1000030472,1,09/10/2021 00:22:39,09/13/2021 00:22:38,09/10/2021 00:22:54,09/10/2021 00:22:56,0:00:01,,Referred,0,Dastest2@test.com,Provider,AS Financial Services,AS Financial Services,EDUC8 TRAINING (ENGLAND) LIMITED,CV1 2WT,274 Abattoir worker
CPkOKKYivl_10Sep2021_00192132725 apprenticeship,1000030474,1,09/10/2021 00:22:40,09/13/2021 00:22:40,,,,,,0,,Provider,SPECS & BEAR HORSEBOX CANTEEN LTD,vBuMHJCooS_EmployerDescription,EDUC8 TRAINING (ENGLAND) LIMITED,TN13 2TN,274 Abattoir worker
YVeuLJtJui_10Sep2021_00192224702 apprenticeship,1000030471,1,09/10/2021 00:22:49,09/13/2021 00:22:47,09/10/2021 00:23:03,09/10/2021 00:23:05,0:00:01,,Approved,0,Dastest2@test.com,Provider,ESFA LTD,ESFA LTD,EDUC8 TRAINING (ENGLAND) LIMITED,EH6 8HH,274 Abattoir worker
sSUtITekCP_10Sep2021_00225680517 apprenticeship,1000030475,1,09/10/2021 00:24:50,09/13/2021 00:24:49,,,,,,0,,Provider,TINMAN  LIMITED,TINMAN  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,SK9 4LY,274 Abattoir worker
OduBMITwus_10Sep2021_00225047097 apprenticeship,1000030476,1,09/10/2021 00:24:55,09/13/2021 00:24:53,,,,,,0,,Provider,BARBERRY COVENTRY LIMITED,BARBERRY COVENTRY LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,DY9 9XX,274 Abattoir worker
JZtLrxbxKT_10Sep2021_00255285366 apprenticeship,1000030477,1,09/10/2021 00:29:30,09/13/2021 00:29:30,09/10/2021 00:30:09,09/10/2021 00:30:12,0:00:03,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
YgFvgmpJme_10Sep2021_00255346600 apprenticeship,1000030478,1,09/10/2021 00:29:42,09/13/2021 00:29:41,09/10/2021 00:30:33,09/10/2021 00:30:35,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,VnVMpUaPaV_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
ATLmLrKPJZ_10Sep2021_00255268460 apprenticeship,1000030479,1,09/10/2021 00:30:50,09/13/2021 00:30:49,09/10/2021 00:31:23,09/10/2021 00:31:26,0:00:02,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
wQutIXUxNt_10Sep2021_00255460641 apprenticeship,1000030481,1,09/10/2021 00:31:06,09/13/2021 00:31:04,09/10/2021 00:31:21,09/10/2021 00:31:23,0:00:02,,Approved,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
ATLmLrKPJZ_10Sep2021_00255268460 apprenticeship,1000030479,2,09/10/2021 00:31:53,09/13/2021 00:31:49,,,,,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
aVYSIrjbFI_10Sep2021_00303567138 apprenticeship,1000030482,1,09/10/2021 00:33:26,09/13/2021 00:33:22,09/10/2021 00:33:45,09/10/2021 00:33:46,0:00:01,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
iocVlvCdzs_10Sep2021_00313742258 apprenticeship,1000030483,1,09/10/2021 00:34:05,09/13/2021 00:34:03,,,,,,0,,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
WCpzdmvINh_10Sep2021_00364569234 apprenticeship,1000030484,1,09/10/2021 00:38:20,09/13/2021 00:38:19,09/10/2021 00:38:32,09/10/2021 00:38:33,0:00:01,,Approved,0,Dastest2@test.com,Provider,TINMAN  LIMITED,TINMAN  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,SK9 4LY,274 Abattoir worker
Clone NUqP_10Sep2021_07584778033 apprenticeship,1000030485,1,09/10/2021 08:00:41,09/13/2021 08:00:38,09/10/2021 08:01:06,09/10/2021 08:01:11,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,VnVMpUaPaV_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
cUIHfcsRXf_10Sep2021_07584805840 apprenticeship,1000030488,1,09/10/2021 08:03:09,09/13/2021 08:03:08,09/10/2021 08:04:01,09/10/2021 08:04:06,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,EYoCzaDjtR_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
YzQbBtjibR_10Sep2021_07584928154 apprenticeship,1000030489,1,09/10/2021 08:03:16,09/13/2021 08:03:14,09/10/2021 08:03:54,09/10/2021 08:03:57,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,kKZMxzlyTs_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
DDmdYpFRDZ_10Sep2021_07584530061 apprenticeship,1000030486,1,09/10/2021 08:03:26,09/13/2021 08:03:25,09/10/2021 08:04:11,09/10/2021 08:04:14,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,BS1 3BD,274 Abattoir worker
wMqLDXNzwt_10Sep2021_07584793570 apprenticeship,1000030487,1,09/10/2021 08:03:48,09/13/2021 08:03:45,09/10/2021 08:04:38,09/10/2021 08:04:41,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,yYtAREnZwH_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone omqw_10Sep2021_08034072034 apprenticeship,1000030491,1,09/10/2021 08:05:20,09/13/2021 08:05:18,09/10/2021 08:05:47,09/10/2021 08:05:50,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,hluYXmUhbg_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone ZQys_10Sep2021_08052303732 apprenticeship,1000030492,1,09/10/2021 08:06:51,09/13/2021 08:06:50,09/10/2021 08:07:13,09/10/2021 08:07:18,0:00:05,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone dlEL_10Sep2021_08052293966 apprenticeship,1000030493,1,09/10/2021 08:07:14,09/13/2021 08:07:12,09/10/2021 08:07:36,09/10/2021 08:07:41,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
OftvxMcopO_10Sep2021_08065859722 apprenticeship,1000030494,1,09/10/2021 08:11:59,09/13/2021 08:11:58,,,,,,0,,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
RKQhvDIFEa_10Sep2021_08080168797 apprenticeship,1000030496,1,09/10/2021 08:12:14,09/13/2021 08:12:11,09/10/2021 08:13:09,09/10/2021 08:13:12,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
UDVtOzsiRF_10Sep2021_08083354849 apprenticeship,1000030497,1,09/10/2021 08:12:42,09/13/2021 08:12:39,09/10/2021 08:13:33,09/10/2021 08:13:37,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,mTbGZZxcJr_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
WrAbMGyywx_10Sep2021_08121659448 apprenticeship,1000030499,1,09/10/2021 08:17:50,09/13/2021 08:17:50,09/10/2021 08:18:18,09/10/2021 08:18:20,0:00:02,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
XDdZCPzGoa_10Sep2021_08144157892 apprenticeship,1000030500,1,09/10/2021 08:18:29,09/13/2021 08:18:28,09/10/2021 08:18:58,09/10/2021 08:19:00,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
WrAbMGyywx_10Sep2021_08121659448 apprenticeship,1000030499,2,09/10/2021 08:18:41,09/13/2021 08:18:37,,,,,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
CutJvNqchI_10Sep2021_08161117765 apprenticeship,1000030501,1,09/10/2021 08:18:54,09/13/2021 08:18:54,,,,,,0,,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
tTdrpdWHaW_10Sep2021_08191597670 apprenticeship,1000030502,1,09/10/2021 08:21:57,09/13/2021 08:21:56,09/10/2021 08:22:14,09/10/2021 08:22:16,0:00:02,,Referred,0,Dastest2@test.com,Provider,SPECS & BEAR HORSEBOX CANTEEN LTD,SPECS & BEAR HORSEBOX CANTEEN LTD,EDUC8 TRAINING (ENGLAND) LIMITED,TN13 2TN,274 Abattoir worker
